entry,00001030,entrypoint
z_bgcheck,80039448,StaticLookup_AddPolyToSSList
z_bgcheck,8003965C,StaticLookup_AddPoly
z_bgcheck,800396F0,BgCheck_RaycastFloorStaticList
z_bgcheck,8003992C,BgCheck_RaycastFloorStatic
z_bgcheck,80039A3C,BgCheck_ComputeWallDisplacement
z_bgcheck,80039AEC,BgCheck_SphVsStaticWall
z_bgcheck,8003A3E0,BgCheck_CheckStaticCeiling
z_bgcheck,8003A5B8,BgCheck_CheckLineAgainstSSList
z_bgcheck,8003A7D8,BgCheck_CheckLineInSubdivision
z_bgcheck,8003A95C,BgCheck_SphVsFirstStaticPolyList
z_bgcheck,8003AB28,BgCheck_SphVsFirstStaticPoly
z_bgcheck,8003AC54,BgCheck_GetNearestStaticLookup
z_bgcheck,8003AD00,BgCheck_GetStaticLookup
z_bgcheck,8003ADC8,BgCheck_GetStaticLookupIndicesFromPos
z_bgcheck,8003AEA8,BgCheck_GetSubdivisionMinBounds
z_bgcheck,8003B04C,BgCheck_GetSubdivisionMaxBounds
z_bgcheck,8003B218,BgCheck_GetPolySubdivisionBounds
z_bgcheck,8003B3C8,BgCheck_PolyIntersectsSubdivision
z_bgcheck,8003BB18,BgCheck_InitializeStaticLookup
z_bgcheck,8003BF18,BgCheck_IsSpotScene
z_bgcheck,8003BF5C,BgCheck_TryGetCustomMemsize
z_bgcheck,8003BFF4,BgCheck_SetSubdivisionDimension
z_bgcheck,8003C078,BgCheck_Allocate
z_bgcheck,8003C4C4,BgCheck_GetCollisionHeader
z_bgcheck,8003C55C,BgCheck_PosInStaticBoundingBox
z_bgcheck,8003C614,BgCheck_RaycastFloorImpl
z_bgcheck,8003C834,BgCheck_CameraRaycastFloor1
z_bgcheck,8003C890,BgCheck_EntityRaycastFloor1
z_bgcheck,8003C8EC,BgCheck_EntityRaycastFloor2
z_bgcheck,8003C940,BgCheck_EntityRaycastFloor3
z_bgcheck,8003C9A4,BgCheck_EntityRaycastFloor4
z_bgcheck,8003CA0C,BgCheck_EntityRaycastFloor5
z_bgcheck,8003CA64,BgCheck_EntityRaycastFloor6
z_bgcheck,8003CAC8,BgCheck_EntityRaycastFloor7
z_bgcheck,8003CB30,BgCheck_AnyRaycastFloor1
z_bgcheck,8003CBE8,BgCheck_AnyRaycastFloor2
z_bgcheck,8003CCA4,BgCheck_CameraRaycastFloor2
z_bgcheck,8003CD08,BgCheck_EntityRaycastFloor8
z_bgcheck,8003CD70,BgCheck_EntityRaycastFloor9
z_bgcheck,8003CDD4,BgCheck_CheckWallImpl
z_bgcheck,8003D464,BgCheck_EntitySphVsWall1
z_bgcheck,8003D4C8,BgCheck_EntitySphVsWall2
z_bgcheck,8003D52C,BgCheck_EntitySphVsWall3
z_bgcheck,8003D594,BgCheck_EntitySphVsWall4
z_bgcheck,8003D600,BgCheck_CheckCeilingImpl
z_bgcheck,8003D754,BgCheck_AnyCheckCeiling
z_bgcheck,8003D7A0,BgCheck_EntityCheckCeiling
z_bgcheck,8003D7F0,BgCheck_CheckLineImpl
z_bgcheck,8003DD28,BgCheck_GetBccFlags
z_bgcheck,8003DD6C,BgCheck_CameraLineTest1
z_bgcheck,8003DDF8,BgCheck_CameraLineTest2
z_bgcheck,8003DE84,BgCheck_EntityLineTest1
z_bgcheck,8003DF10,BgCheck_EntityLineTest2
z_bgcheck,8003DFA0,BgCheck_EntityLineTest3
z_bgcheck,8003E02C,BgCheck_ProjectileLineTest
z_bgcheck,8003E0B8,BgCheck_AnyLineTest1
z_bgcheck,8003E0FC,BgCheck_AnyLineTest2
z_bgcheck,8003E188,BgCheck_AnyLineTest3
z_bgcheck,8003E214,BgCheck_SphVsFirstPolyImpl
z_bgcheck,8003E30C,BgCheck_SphVsFirstPoly
z_bgcheck,8003E350,BgCheck_SphVsFirstWall
z_bgcheck,8003E398,SSNodeList_Initialize
z_bgcheck,8003E3AC,SSNodeList_Alloc
z_bgcheck,8003E458,SSNodeList_GetNextNode
z_bgcheck,8003E4DC,SSNodeList_GetNextNodeIdx
z_bgcheck,8003E530,ScaleRotPos_Initialize
z_bgcheck,8003E568,ScaleRotPos_SetValue
z_bgcheck,8003E5B4,ScaleRotPos_Equals
z_bgcheck,8003E688,DynaLookup_ResetLists
z_bgcheck,8003E6C4,DynaLookup_Reset
z_bgcheck,8003E6E4,DynaLookup_ResetVtxStartIndex
z_bgcheck,8003E6EC,BgActor_Initialize
z_bgcheck,8003E750,BgActor_SetActor
z_bgcheck,8003E804,BgActor_IsTransformUnchanged
z_bgcheck,8003E82C,DynaPoly_NullPolyList
z_bgcheck,8003E834,DynaPoly_AllocPolyList
z_bgcheck,8003E888,DynaPoly_NullVtxList
z_bgcheck,8003E890,DynaPoly_AllocVtxList
z_bgcheck,8003E8EC,DynaPoly_SetBgActorPrevTransform
z_bgcheck,8003E934,DynaPoly_IsBgIdBgActor
z_bgcheck,8003E954,DynaPoly_Init
z_bgcheck,8003E9A0,DynaPoly_Alloc
z_bgcheck,8003EA74,DynaPoly_SetBgActor
z_bgcheck,8003EB84,DynaPoly_GetActor
z_bgcheck,8003EBF8,func_8003EBF8
z_bgcheck,8003EC50,func_8003EC50
z_bgcheck,8003ECA8,func_8003ECA8
z_bgcheck,8003ED00,func_8003ED00
z_bgcheck,8003ED58,DynaPoly_DeleteBgActor
z_bgcheck,8003EE6C,func_8003EE6C
z_bgcheck,8003EE80,DynaPoly_ExpandSRT
z_bgcheck,8003F8EC,func_8003F8EC
z_bgcheck,8003F984,DynaPoly_Setup
z_bgcheck,8003FB64,DynaPoly_UpdateBgActorTransforms
z_bgcheck,8003FBF4,BgCheck_RaycastFloorDynaList
z_bgcheck,8003FDDC,BgCheck_RaycastFloorDyna
z_bgcheck,80040284,BgCheck_SphVsDynaWallInBgActor
z_bgcheck,800409A8,BgCheck_SphVsDynaWall
z_bgcheck,80040BE4,BgCheck_CheckDynaCeilingList
z_bgcheck,80040E40,BgCheck_CheckDynaCeiling
z_bgcheck,80040FA4,BgCheck_CheckLineAgainstBgActorSSList
z_bgcheck,80041128,BgCheck_CheckLineAgainstBgActor
z_bgcheck,80041240,BgCheck_CheckLineAgainstDyna
z_bgcheck,800413F8,BgCheck_SphVsFirstDynaPolyList
z_bgcheck,80041510,BgCheck_SphVsFirstDynaPolyInBgActor
z_bgcheck,80041648,BgCheck_SphVsFirstDynaPoly
z_bgcheck,800417A0,CollisionHeader_SegmentedToVirtual
z_bgcheck,80041880,CollisionHeader_GetVirtual
z_bgcheck,800418D0,func_800418D0
z_bgcheck,80041978,BgCheck_ResetPolyCheckTbl
z_bgcheck,800419B0,SurfaceType_GetData
z_bgcheck,80041A28,SurfaceType_GetCamDataIndex
z_bgcheck,80041A4C,func_80041A4C
z_bgcheck,80041A94,SurfaceType_GetCameraSType
z_bgcheck,80041B24,func_80041B24
z_bgcheck,80041B80,SurfaceType_GetNumCameras
z_bgcheck,80041C10,func_80041C10
z_bgcheck,80041C98,SurfaceType_GetCamPosData
z_bgcheck,80041D28,SurfaceType_GetSceneExitIndex
z_bgcheck,80041D4C,func_80041D4C
z_bgcheck,80041D70,func_80041D70
z_bgcheck,80041D94,func_80041D94
z_bgcheck,80041DB8,func_80041DB8
z_bgcheck,80041DE4,func_80041DE4
z_bgcheck,80041E18,func_80041E18
z_bgcheck,80041E4C,func_80041E4C
z_bgcheck,80041E80,func_80041E80
z_bgcheck,80041EA4,func_80041EA4
z_bgcheck,80041EC8,func_80041EC8
z_bgcheck,80041EEC,SurfaceType_IsHorseBlocked
z_bgcheck,80041F10,func_80041F10
z_bgcheck,80041F34,SurfaceType_GetSfx
z_bgcheck,80041F7C,SurfaceType_GetSlope
z_bgcheck,80041FA0,SurfaceType_GetLightSettingIndex
z_bgcheck,80041FC4,SurfaceType_GetEcho
z_bgcheck,80041FE8,SurfaceType_IsHookshotSurface
z_bgcheck,8004200C,SurfaceType_IsIgnoredByEntities
z_bgcheck,80042048,SurfaceType_IsIgnoredByProjectiles
z_bgcheck,80042084,SurfaceType_IsConveyor
z_bgcheck,800420C0,SurfaceType_GetConveyorSpeed
z_bgcheck,800420E4,SurfaceType_GetConveyorDirection
z_bgcheck,80042108,SurfaceType_IsWallDamage
z_bgcheck,8004213C,WaterBox_GetSurface1
z_bgcheck,80042244,WaterBox_GetSurfaceImpl
z_bgcheck,8004239C,WaterBox_GetSurface2
z_bgcheck,80042538,WaterBox_GetCamDataIndex
z_bgcheck,80042548,WaterBox_GetCameraSType
z_bgcheck,8004259C,WaterBox_GetLightSettingIndex
z_bgcheck,800425B0,func_800425B0
z_bgcheck,80042708,func_80042708
z_bgcheck,800427B4,func_800427B4
z_bgcheck,80042868,BgCheck_DrawDynaPolyList
z_bgcheck,80042B2C,BgCheck_DrawBgActor
z_bgcheck,80042C3C,BgCheck_DrawDynaCollision
z_bgcheck,80042CB8,BgCheck_DrawStaticPoly
z_bgcheck,80042EF8,BgCheck_DrawStaticPolyList
z_bgcheck,80042FC4,BgCheck_DrawStaticCollision
code_800430A0,800430A0,func_800430A0
code_800430A0,800432A0,func_800432A0
code_800430A0,80043334,func_80043334
code_800430A0,800433A4,func_800433A4
code_80043480,80043480,DynaPolyActor_Init
code_80043480,800434A0,func_800434A0
code_80043480,800434A8,func_800434A8
code_80043480,800434B8,func_800434B8
code_80043480,800434C8,func_800434C8
code_80043480,800434F8,func_800434F8
code_80043480,80043508,func_80043508
code_80043480,80043538,func_80043538
code_80043480,80043548,func_80043548
code_80043480,8004356C,func_8004356C
code_80043480,80043590,func_80043590
code_80043480,800435B4,func_800435B4
code_80043480,800435D8,func_800435D8
z_camera,800437F0,Camera_InterpolateCurve
z_camera,8004389C,Camera_LERPCeilF
z_camera,800438DC,Camera_LERPFloorF
z_camera,8004391C,Camera_LERPCeilS
z_camera,800439AC,Camera_LERPFloorS
z_camera,80043A3C,Camera_LERPCeilVec3f
z_camera,80043ABC,func_80043ABC
z_camera,80043B60,func_80043B60
z_camera,80043BC4,Camera_Vec3sToVec3f
z_camera,80043C28,Camera_Vec3fVecSphGeoAdd
z_camera,80043CAC,Camera_Vec3fTranslateByUnitVector
z_camera,80043D18,Camera_BGCheckInfo
z_camera,80043F34,Camera_BGCheck
z_camera,80043F94,func_80043F94
z_camera,80044340,func_80044340
z_camera,800443A0,Camera_CheckOOB
z_camera,80044434,Camera_GetFloorYNorm
z_camera,80044510,Camera_GetFloorY
z_camera,80044568,Camera_GetFloorYLayer
z_camera,80044740,Camera_GetCamDataSetting
z_camera,8004476C,Camera_GetCamBGData
z_camera,8004479C,Camera_GetDataIdxForPoly
z_camera,8004481C,Camera_GetCamBgDataUnderPlayer
z_camera,800448CC,Camera_GetWaterBoxDataIdx
z_camera,800449AC,Camera_GetWaterSurface
z_camera,80044A74,Camera_XZAngle
z_camera,80044ADC,func_80044ADC
z_camera,80044E68,Camera_CalcUpFromPitchYawRoll
z_camera,800450A4,Camera_ClampLERPScale
z_camera,80045128,Camera_CopyModeValuesToPREG
z_camera,80045254,Camera_CopyPREGToModeValues
z_camera,80045350,Camera_UpdateInterface
z_camera,8004545C,Camera_BGCheckCorner
z_camera,80045508,func_80045508
z_camera,80045714,Camera_CalcSlopeYAdj
z_camera,800457A8,Camera_CalcAtDefault
z_camera,800458D4,func_800458D4
z_camera,80045B08,func_80045B08
z_camera,80045C74,Camera_CalcAtForParallel
z_camera,800460A8,Camera_CalcAtForLockOn
z_camera,800466F8,Camera_CalcAtForHorse
z_camera,800468CC,Camera_LERPClampDist
z_camera,800469C0,Camera_ClampDist
z_camera,80046B44,Camera_CalcDefaultPitch
z_camera,80046CB4,Camera_CalcDefaultYaw
z_camera,80046E20,func_80046E20
z_camera,80047394,Camera_Noop
z_camera,800473A0,Camera_Normal1
z_camera,80047F64,Camera_Normal2
z_camera,80048804,Camera_Normal3
z_camera,80048FCC,Camera_Normal4
z_camera,80048FEC,Camera_Normal0
z_camera,8004900C,Camera_Parallel1
z_camera,80049984,Camera_Parallel2
z_camera,800499A4,Camera_Parallel3
z_camera,80049A08,Camera_Parallel4
z_camera,80049A28,Camera_Parallel0
z_camera,80049A48,Camera_Jump1
z_camera,8004A250,Camera_Jump2
z_camera,8004ACE0,Camera_Jump3
z_camera,8004B560,Camera_Jump4
z_camera,8004B580,Camera_Jump0
z_camera,8004B5A0,Camera_Battle1
z_camera,8004C5F4,Camera_Battle2
z_camera,8004C614,Camera_Battle3
z_camera,8004C634,Camera_Battle4
z_camera,8004CA4C,Camera_Battle0
z_camera,8004CA6C,Camera_KeepOn1
z_camera,8004D9C4,Camera_KeepOn2
z_camera,8004D9E4,Camera_KeepOn3
z_camera,8004E460,Camera_KeepOn4
z_camera,8004F3A4,Camera_KeepOn0
z_camera,8004F6A4,Camera_Fixed1
z_camera,8004F9D8,Camera_Fixed2
z_camera,8004FDE4,Camera_Fixed3
z_camera,80050068,Camera_Fixed4
z_camera,8005043C,Camera_Fixed0
z_camera,8005045C,Camera_Subj1
z_camera,8005047C,Camera_Subj2
z_camera,8005049C,Camera_Subj3
z_camera,80050B24,Camera_Subj4
z_camera,800511A0,Camera_Subj0
z_camera,800511C0,Camera_Data0
z_camera,800511E0,Camera_Data1
z_camera,80051210,Camera_Data2
z_camera,80051230,Camera_Data3
z_camera,80051250,Camera_Data4
z_camera,800515A4,Camera_Unique1
z_camera,80051B3C,Camera_Unique2
z_camera,80051F58,Camera_Unique3
z_camera,80052460,Camera_Unique0
z_camera,800529D8,Camera_Unique4
z_camera,800529F8,Camera_Unique5
z_camera,80052A18,Camera_Unique6
z_camera,80052B90,Camera_Unique7
z_camera,80052DEC,Camera_Unique8
z_camera,80052E0C,Camera_Unique9
z_camera,80054314,Camera_DebugPrintSplineArray
z_camera,8005445C,Camera_Vec3fCopy
z_camera,80054478,Camera_RotateAroundPoint
z_camera,800544D0,Camera_Demo1
z_camera,80054774,Camera_Demo2
z_camera,80054794,Camera_Demo3
z_camera,8005527C,Camera_Demo4
z_camera,8005529C,Camera_Demo5
z_camera,80055C78,Camera_Demo6
z_camera,80055F64,Camera_Demo7
z_camera,80055F98,Camera_Demo8
z_camera,80055FB8,Camera_Demo9
z_camera,80056430,Camera_Demo0
z_camera,80056450,Camera_Special0
z_camera,800565F4,Camera_Special1
z_camera,80056614,Camera_Special2
z_camera,80056634,Camera_Special3
z_camera,80056654,Camera_Special4
z_camera,800567F8,Camera_Special5
z_camera,80056C20,Camera_Special7
z_camera,80056F6C,Camera_Special6
z_camera,80057428,Camera_Special8
z_camera,80057448,Camera_Special9
z_camera,80057B98,Camera_Create
z_camera,80057C14,Camera_Destroy
z_camera,80057C6C,Camera_Init
z_camera,80057FC4,func_80057FC4
z_camera,80058140,Camera_Stub80058140
z_camera,80058148,Camera_InitPlayerSettings
z_camera,80058354,Camera_ChangeStatus
z_camera,800584E8,Camera_PrintSettings
z_camera,800588B4,Camera_CheckWater
z_camera,80058CF8,Camera_SetRoomHotFlag
z_camera,80058D34,Camera_DbgChangeMode
z_camera,80058E8C,func_80058E8C
z_camera,800591EC,Camera_Update
z_camera,80059EC8,Camera_Finish
z_camera,8005A02C,func_8005A02C
z_camera,8005A04C,Camera_ChangeModeFlags
z_camera,8005A444,Camera_ChangeMode
z_camera,8005A470,Camera_CheckValidMode
z_camera,8005A548,Camera_ChangeSettingFlags
z_camera,8005A77C,Camera_ChangeSetting
z_camera,8005A7A8,Camera_ChangeDataIdx
z_camera,8005A8C4,Camera_GetInputDir
z_camera,8005A920,Camera_GetInputDirPitch
z_camera,8005A948,Camera_GetInputDirYaw
z_camera,8005A970,Camera_GetCamDir
z_camera,8005A9CC,Camera_GetCamDirPitch
z_camera,8005A9F4,Camera_GetCamDirYaw
z_camera,8005AA1C,Camera_AddQuake
z_camera,8005AA90,Camera_SetParam
z_camera,8005AC24,Camera_UnsetParam
z_camera,8005AC48,func_8005AC48
z_camera,8005AC60,Camera_ResetAnim
z_camera,8005AC6C,Camera_SetCSParams
z_camera,8005ACFC,func_8005ACFC
z_camera,8005AD1C,func_8005AD1C
z_camera,8005AD40,Camera_ChangeDoorCam
z_camera,8005AE64,Camera_Copy
z_camera,8005AFA8,Camera_GetDbgCamEnabled
z_camera,8005AFB4,Camera_GetSkyboxOffset
z_camera,8005AFD4,Camera_SetCameraData
z_camera,8005B044,Camera_QRegInit
z_camera,8005B198,func_8005B198
z_camera,8005B1A4,func_8005B1A4
z_collision_btltbls,8005B200,DamageTable_Get
z_collision_btltbls,8005B248,DamageTable_Clear
z_collision_check,8005B280,Collider_DrawRedPoly
z_collision_check,8005B2AC,Collider_DrawPoly
z_collision_check,8005B65C,Collider_InitBase
z_collision_check,8005B6A0,Collider_DestroyBase
z_collision_check,8005B6B0,Collider_SetBaseToActor
z_collision_check,8005B6EC,Collider_SetBaseType1
z_collision_check,8005B72C,Collider_SetBase
z_collision_check,8005B76C,Collider_ResetATBase
z_collision_check,8005B784,Collider_ResetACBase
z_collision_check,8005B79C,Collider_ResetOCBase
z_collision_check,8005B7C0,Collider_InitTouch
z_collision_check,8005B7E4,Collider_DestroyTouch
z_collision_check,8005B7F4,Collider_SetTouch
z_collision_check,8005B818,Collider_ResetATInfo_Unk
z_collision_check,8005B824,Collider_InitBump
z_collision_check,8005B850,Collider_DestroyBump
z_collision_check,8005B860,Collider_SetBump
z_collision_check,8005B884,Collider_InitInfo
z_collision_check,8005B904,Collider_DestroyInfo
z_collision_check,8005B93C,Collider_SetInfo
z_collision_check,8005B9B0,Collider_ResetATInfo
z_collision_check,8005B9E8,Collider_ResetACInfo
z_collision_check,8005BA1C,Collider_ResetOCInfo
z_collision_check,8005BA30,Collider_InitJntSphElementDim
z_collision_check,8005BA74,Collider_DestroyJntSphElementDim
z_collision_check,8005BA84,Collider_SetJntSphElementDim
z_collision_check,8005BAD8,Collider_InitJntSphElement
z_collision_check,8005BB10,Collider_DestroyJntSphElement
z_collision_check,8005BB48,Collider_SetJntSphElement
z_collision_check,8005BB8C,Collider_ResetJntSphElementAT
z_collision_check,8005BBB0,Collider_ResetJntSphElementAC
z_collision_check,8005BBD4,Collider_ResetJntSphElementOC
z_collision_check,8005BBF8,Collider_InitJntSph
z_collision_check,8005BC28,Collider_FreeJntSph
z_collision_check,8005BCC8,Collider_DestroyJntSph
z_collision_check,8005BD50,Collider_SetJntSphToActor
z_collision_check,8005BE50,Collider_SetJntSphAllocType1
z_collision_check,8005BF50,Collider_SetJntSphAlloc
z_collision_check,8005C050,Collider_SetJntSph
z_collision_check,8005C124,Collider_ResetJntSphAT
z_collision_check,8005C1AC,Collider_ResetJntSphAC
z_collision_check,8005C234,Collider_ResetJntSphOC
z_collision_check,8005C2BC,Collider_InitCylinderDim
z_collision_check,8005C318,Collider_DestroyCylinderDim
z_collision_check,8005C328,Collider_SetCylinderDim
z_collision_check,8005C364,Collider_InitCylinder
z_collision_check,8005C3AC,Collider_DestroyCylinder
z_collision_check,8005C3F4,Collider_SetCylinderToActor
z_collision_check,8005C450,Collider_SetCylinderType1
z_collision_check,8005C4AC,Collider_SetCylinder
z_collision_check,8005C508,Collider_ResetCylinderAT
z_collision_check,8005C540,Collider_ResetCylinderAC
z_collision_check,8005C578,Collider_ResetCylinderOC
z_collision_check,8005C5B0,Collider_InitTrisElementDim
z_collision_check,8005C5F8,Collider_DestroyTrisElementDim
z_collision_check,8005C608,Collider_SetTrisElementDim
z_collision_check,8005C6C0,Collider_InitTrisElement
z_collision_check,8005C6F8,Collider_DestroyTrisElement
z_collision_check,8005C730,Collider_SetTrisElement
z_collision_check,8005C774,Collider_ResetTrisElementAT
z_collision_check,8005C798,Collider_ResetTrisElementAC
z_collision_check,8005C7BC,Collider_ResetTrisElementOC
z_collision_check,8005C7E0,Collider_InitTris
z_collision_check,8005C810,Collider_FreeTris
z_collision_check,8005C8C8,Collider_DestroyTris
z_collision_check,8005C964,Collider_SetTrisAllocType1
z_collision_check,8005CA88,Collider_SetTrisAlloc
z_collision_check,8005CBAC,Collider_SetTris
z_collision_check,8005CC98,Collider_ResetTrisAT
z_collision_check,8005CD34,Collider_ResetTrisAC
z_collision_check,8005CDD0,Collider_ResetTrisOC
z_collision_check,8005CE6C,Collider_InitQuadDim
z_collision_check,8005CEB4,Collider_DestroyQuadDim
z_collision_check,8005CEC4,Collider_ResetQuadACDist
z_collision_check,8005CEDC,Collider_SetQuadMidpoints
z_collision_check,8005CF90,Collider_SetQuadDim
z_collision_check,8005D018,Collider_InitQuad
z_collision_check,8005D060,Collider_DestroyQuad
z_collision_check,8005D0A8,Collider_SetQuadType1
z_collision_check,8005D104,Collider_SetQuad
z_collision_check,8005D160,Collider_ResetQuadAT
z_collision_check,8005D1A8,Collider_ResetQuadAC
z_collision_check,8005D1E0,Collider_ResetQuadOC
z_collision_check,8005D218,Collider_QuadSetNearestAC
z_collision_check,8005D2C4,Collider_InitLine
z_collision_check,8005D324,Collider_DestroyLine
z_collision_check,8005D334,Collider_SetLinePoints
z_collision_check,8005D378,Collider_SetLine
z_collision_check,8005D3A4,Collider_ResetLineOC
z_collision_check,8005D3BC,CollisionCheck_InitContext
z_collision_check,8005D400,CollisionCheck_DestroyContext
z_collision_check,8005D40C,CollisionCheck_ClearContext
z_collision_check,8005D4B4,CollisionCheck_EnableSAC
z_collision_check,8005D4C8,CollisionCheck_DisableSAC
z_collision_check,8005D4DC,Collider_Draw
z_collision_check,8005D62C,CollisionCheck_DrawCollision
z_collision_check,8005D79C,CollisionCheck_SetAT
z_collision_check,8005D8AC,CollisionCheck_SetAT_SAC
z_collision_check,8005D9F4,CollisionCheck_SetAC
z_collision_check,8005DB04,CollisionCheck_SetAC_SAC
z_collision_check,8005DC4C,CollisionCheck_SetOC
z_collision_check,8005DD5C,CollisionCheck_SetOC_SAC
z_collision_check,8005DE9C,CollisionCheck_SetOCLine
z_collision_check,8005DF2C,CollisionCheck_SkipTouch
z_collision_check,8005DF50,CollisionCheck_SkipBump
z_collision_check,8005DF74,CollisionCheck_NoSharedFlags
z_collision_check,8005DF9C,CollisionCheck_NoBlood
z_collision_check,8005DFAC,CollisionCheck_BlueBlood
z_collision_check,8005E10C,CollisionCheck_GreenBlood
z_collision_check,8005E26C,CollisionCheck_WaterBurst
z_collision_check,8005E2A4,CollisionCheck_RedBlood
z_collision_check,8005E2C8,CollisionCheck_RedBloodUnused
z_collision_check,8005E2EC,CollisionCheck_HitSolid
z_collision_check,8005E4F8,CollisionCheck_SwordHitAudio
z_collision_check,8005E604,CollisionCheck_HitEffects
z_collision_check,8005E800,CollisionCheck_SetBounce
z_collision_check,8005E81C,CollisionCheck_SetATvsAC
z_collision_check,8005E9C0,CollisionCheck_AC_JntSphVsJntSph
z_collision_check,8005EC6C,CollisionCheck_AC_JntSphVsCyl
z_collision_check,8005EEE0,CollisionCheck_AC_CylVsJntSph
z_collision_check,8005F17C,CollisionCheck_AC_JntSphVsTris
z_collision_check,8005F39C,CollisionCheck_AC_TrisVsJntSph
z_collision_check,8005F5B0,CollisionCheck_AC_JntSphVsQuad
z_collision_check,8005F7D0,CollisionCheck_AC_QuadVsJntSph
z_collision_check,8005FA30,CollisionCheck_AC_CylVsCyl
z_collision_check,8005FC04,CollisionCheck_AC_CylVsTris
z_collision_check,8005FDCC,CollisionCheck_AC_TrisVsCyl
z_collision_check,8005FF90,CollisionCheck_AC_CylVsQuad
z_collision_check,80060204,CollisionCheck_AC_QuadVsCyl
z_collision_check,800604B0,CollisionCheck_AC_TrisVsTris
z_collision_check,80060704,CollisionCheck_AC_TrisVsQuad
z_collision_check,80060994,CollisionCheck_AC_QuadVsTris
z_collision_check,80060C2C,CollisionCheck_AC_QuadVsQuad
z_collision_check,80060EBC,CollisionCheck_SetJntSphHitFX
z_collision_check,80060F94,CollisionCheck_SetCylHitFX
z_collision_check,80061028,CollisionCheck_SetTrisHitFX
z_collision_check,8006110C,CollisionCheck_SetQuadHitFX
z_collision_check,800611A0,CollisionCheck_SetHitEffects
z_collision_check,80061274,CollisionCheck_AC
z_collision_check,8006139C,CollisionCheck_AT
z_collision_check,8006146C,CollisionCheck_GetMassType
z_collision_check,800614A4,CollisionCheck_SetOCvsOC
z_collision_check,800617D4,CollisionCheck_OC_JntSphVsJntSph
z_collision_check,8006199C,CollisionCheck_OC_JntSphVsCyl
z_collision_check,80061AF8,CollisionCheck_OC_CylVsJntSph
z_collision_check,80061B24,CollisionCheck_OC_CylVsCyl
z_collision_check,80061BF4,CollisionCheck_SkipOC
z_collision_check,80061C18,CollisionCheck_Incompatible
z_collision_check,80061C98,CollisionCheck_OC
z_collision_check,80061E48,CollisionCheck_InitInfo
z_collision_check,80061E8C,CollisionCheck_ResetDamage
z_collision_check,80061EB0,CollisionCheck_SetInfoNoDamageTable
z_collision_check,80061ED4,CollisionCheck_SetInfo
z_collision_check,80061EFC,CollisionCheck_SetInfo2
z_collision_check,80061F2C,CollisionCheck_SetInfoGetDamageTable
z_collision_check,80061F64,CollisionCheck_ApplyDamage
z_collision_check,8006216C,CollisionCheck_ApplyDamageJntSph
z_collision_check,80062210,CollisionCheck_ApplyDamageCyl
z_collision_check,80062230,CollisionCheck_ApplyDamageTris
z_collision_check,800622C4,CollisionCheck_ApplyDamageQuad
z_collision_check,800622E4,CollisionCheck_Damage
z_collision_check,800623A4,CollisionCheck_LineOC_JntSph
z_collision_check,800624BC,CollisionCheck_LineOC_Cyl
z_collision_check,80062530,CollisionCheck_LineOC
